answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
657973,1281122,613309,clean,350,355,,What was Maggie doing in the beginning of the story?,," time participating in the writing challenge. I hope you enjoy my very short story. :)Maggie looked out the window for the sixth time in half that many minutes. In one hand she clutched a rosary tightly, in the other, a kitchen sponge, cold but still covered in suds from her half-hearted attempt to clean. She glanced at the clock.  Rons curfew was midnight.She clutched the rosary tighter. . Maggie glanced at her husband Lucas, collapsed on the couch where he had prayed the rosary and then read aloud until sleep overcame him. She considered voicing her concern over their teenaged son, but she knew h"
657974,1281122,613310,teenaged son,627,639,,Who was Maggie worrying over?,,"alf-hearted attempt to clean. She glanced at the clock.  Rons curfew was midnight.She clutched the rosary tighter. . Maggie glanced at her husband Lucas, collapsed on the couch where he had prayed the rosary and then read aloud until sleep overcame him. She considered voicing her concern over their teenaged son, but she knew he would tell her to stop worrying and go to bed, then he would follow his own suggestion.. She gave the window a final glance, trying to stare past her troubled expression into the shadowed outdoors, then pulled away. She stumbled with weariness that only a worried mother could exhib"
657975,1281122,613311,Ron,962,965,,What was Maggie's son's name?,," tell her to stop worrying and go to bed, then he would follow his own suggestion.. She gave the window a final glance, trying to stare past her troubled expression into the shadowed outdoors, then pulled away. She stumbled with weariness that only a worried mother could exhibit. she prayed To call Ron a baby would be an understatement, especially as he dwarfed her and almost towered over his father. At eighteen and a half years old, he considered himself a full-grown man, with all the privileges and rights that came with it, even though he only accepted a few of the responsibilities that came wi"
657976,1281122,613312,he dwarfed her and almost towered over his father,1015,1064,,How tall was Ron?,,"ld follow his own suggestion.. She gave the window a final glance, trying to stare past her troubled expression into the shadowed outdoors, then pulled away. She stumbled with weariness that only a worried mother could exhibit. she prayed To call Ron a baby would be an understatement, especially as he dwarfed her and almost towered over his father. At eighteen and a half years old, he considered himself a full-grown man, with all the privileges and rights that came with it, even though he only accepted a few of the responsibilities that came with being a man.She began to wipe off the counter with a long stroke. . She wiped in the opposite di"
657977,1281122,613313,drunk-driver,2337,2349,,Why did the accident occur at the intersection?,,"njured? The terrible questions raced through her head, each worse than the last.Maggie threw the sponge into the sink with a solid Glancing through the window pane again, she wandered over to the cranky radio and turned it on. ...yeah Aaron, the traffic here on Elmer Street is pretty heavy due to a drunk-driver accident at the intersection. No fatalities have been reported yet, but its still new enough Maggie gasped and slapped the radio off again. She ran to her phone, hands shaking so hard she couldnt type her passcode correctly. She pressed her fingerprint to the sensor.. Time stood still as her phone "
657978,1281122,613314,Noah spilled his drink and so we pulled over.,4576,4621,,How did Ron and his friends escape the accident?,,"gnored him and addressed her son. Ron, spit it out. Youre making it sound like you got in an accident.Lucas started, wide awake now. Rons hurt?! Maggie waved him off.Hes fine, she snapped, then softened her voice. Ok, go on. She placed the phone on speaker.Hey Ron.Oh, hi Dad. So, let me be clear. . Noah spilled his drink and so we pulled over. And right as we did, this dumba-uh- driver, apparently drunk, in this huge truck whizzes by right where we just were. Hit the street light so hard it broke and fell across the road. If we had been there, n hadnt pulled over Ron trailed off, giving a breathy, relieved chuckle. But we did, soPraise G"
657979,1281122,613315, street light so hard it broke and fell across the road,4747,4802,,Why was Ron and his friends taking a detour?,,"ine, she snapped, then softened her voice. Ok, go on. She placed the phone on speaker.Hey Ron.Oh, hi Dad. So, let me be clear. . Noah spilled his drink and so we pulled over. And right as we did, this dumba-uh- driver, apparently drunk, in this huge truck whizzes by right where we just were. Hit the street light so hard it broke and fell across the road. If we had been there, n hadnt pulled over Ron trailed off, giving a breathy, relieved chuckle. But we did, soPraise God that youre safe! Maggie clutched Lucass hand.Yeah, praise God. Whether or not Ron meant it, she didnt know. But Maggie and Lucas meant it from the bottom of their hearts. Anyway "
657980,1281123,613316,He was a work addict,235,255,,Why did the man not go out for a walk in months?,,"It's the beginning of spring, in the central city of America. The mid-age man of 45 years old is working on his laptop. He's the lazy and boring person of all time. He didn't even give time to himself or gone out for a walk in months. He was a work addict and wants to earn a lot of money. He is all alone by himself and doesn't even like talking to anyone. His life was destroyed long ago when his wife and kids left him and he lost everything on the same day. he has very bad habits considering of which lieing, not accepting his mistakes and anger rang"
657981,1281123,613317, fifth,949,955,,On which knock on the window did the man get up?,,"ge and give his life some time.suddenly, one day, when he was working again on his laptop, he hears an unexpected knonck at the window. he ignored it once because he thought it would be street kids. then again there was a knock. he didn't even consider that one too, but when it happened for like the fifth time, he stood up and storm towards the window to check who was so stupid to knock at the window rather than the door.he cannot see anything outside the window and opens it, shouting: 'who the hell is here '.he used to live on the 6th floor of the building and he couldn't see any street kids throwi"
657982,1281123,613318,Alex,1860,1864,,What was the man's son's name?,,"e is in a coma because of a heavy injury to his head. he never experienced such tragedy in his life. he waked in the middle of the night and found a young boy of 20 sitting next to him. He got up from bed and sat near him.John: 'boy! why are you sad, I'm okay. who are you anyway? why you came here?.Alex: (he's talking on the phone) 'mom, I think dad would be dead anyway. he's in a coma and I don't have any hope.John realized that he was like a shadow and no one could hear him or see him. he started to fear his own exitance and ran towards the hospital exit. he is like a lost soul and runs towards "
657983,1281123,613319,The wife,3092,3100,,Who forgot to turn off the fire under the kettle?,,"s your part of the deal. you made mistakes. you need to correct them, make it running as sand in this glass.John: ' i didn't make any mistake, it was my wife's mistake that we don't talk and her rude son.aroza: let's see what happened that daythey go back to the day when his wife and kids left him. The wife was cooking dinner and he was at work. The plumber knocked on the door and she showed him the way to sink. he was repairing the sink that Greece from sink spreads on his shirt. he takes off his shirt and starts repairing it again. his hand suddenly injuries the nail, blood was coming out of his fin"
657984,1281123,613320,anderia,6977,6984,,What was the man's wife's name?,,"n front of him. he tries to get up but his son holds him in a hug. he says: ""I'm sorry my son, I'm sorry. I'm really sorry, don't leave me ever again. ""son: ""I'm her dad, I won't leave you like this. I won't.both hugs for a long time and talks a lot about their lives. he also asked forgiveness from anderia and she forgave him but the only family left to him was his son. they started living together.you see, if john has listened to his wife and didn't accused her without reliazing it was his mistake, it would have saved his daughter and family. accepting your mistakes is a sure sign of maturity."
657985,1281123,613321,John,4544,4548,,What was the man's name?,,"nsible for her death and burning their house down to ashes. this was the last time she saw john. after that, they applied for divorce and they never met.John sighs and says "" it's been 18 years and I think of that every day but it was her mistake, it was the cause of her lust that my daughter died"".John walks off to the lake near his home in the village and the aroma appears again.aroza: ""are you sure john, it was her mistake. every person pays for his mistake, one way or the other"".John: "" I'm not guilty and stop bothering me. I rather die than accept that lie .im sure she would be paying for her"
657986,1281124,613322,"Friday night, and the clock shows 9:00 PM!",473,515,,When does the narrator's weekend start?,,"ually wake up at 10 AM. I am not complaining for now. I do have weekends off. On the weekend, I dont abuse by waking up past noon. Oh no! I kept my sleep and wake up time steady, seven days a week. I love to sleep and I enjoy naps too on the weekends, especially in the afternoon, after lunch.   Its Friday night, and the clock shows 9:00 PM! Yes! My weekend has started! I officially fall on vacation at this instant. I will be off from work for the next two weeks for the holidays. I have just noticed that autumn will end in a few hours. It is a quite cold night, with a heavy snow fall warning in effect. Winds are picking up. So glad to "
657987,1281124,613323,pizza from Dominos tonight with some chicken wings and a good can of Coke,867,940,,What was the narrator's main course for dinner?,,"acation at this instant. I will be off from work for the next two weeks for the holidays. I have just noticed that autumn will end in a few hours. It is a quite cold night, with a heavy snow fall warning in effect. Winds are picking up. So glad to work from the comfort of my home.    I will order a pizza from Dominos tonight with some chicken wings and a good can of Coke. This is my little way of rewarding myself. Weekend has begun, so is my vacation. Little treat is good time to time. After supper, let me get some popcorn and find a good movie on Netflix. I feel like watching a horror movie, if not, a suspense, or mystery.   Supper was great, along with that chees"
657988,1281124,613324,cheesecake.,1235,1246,,What was the narrator's dessert after dinner?,," Coke. This is my little way of rewarding myself. Weekend has begun, so is my vacation. Little treat is good time to time. After supper, let me get some popcorn and find a good movie on Netflix. I feel like watching a horror movie, if not, a suspense, or mystery.   Supper was great, along with that cheesecake. I finally decided to watch The Exorcist. Again? Yes! The movie is a classic, a masterpiece of the horror genre. Almost fifty years old since its release and it still haunts me at night after I go to bed after watching that movie.    Exceptionally, tonight, I will not be going to bed at 2 AM. The pi"
657989,1281124,613325,The Exorcist,1274,1286,,Which movie still haunts the narrator?,,"ng myself. Weekend has begun, so is my vacation. Little treat is good time to time. After supper, let me get some popcorn and find a good movie on Netflix. I feel like watching a horror movie, if not, a suspense, or mystery.   Supper was great, along with that cheesecake. I finally decided to watch The Exorcist. Again? Yes! The movie is a classic, a masterpiece of the horror genre. Almost fifty years old since its release and it still haunts me at night after I go to bed after watching that movie.    Exceptionally, tonight, I will not be going to bed at 2 AM. The pizza came in late, and therefore, I start"
657990,1281124,613326,popcorn,1088,1095,,What was the narrator going to eat while watching the movie?,,"are picking up. So glad to work from the comfort of my home.    I will order a pizza from Dominos tonight with some chicken wings and a good can of Coke. This is my little way of rewarding myself. Weekend has begun, so is my vacation. Little treat is good time to time. After supper, let me get some popcorn and find a good movie on Netflix. I feel like watching a horror movie, if not, a suspense, or mystery.   Supper was great, along with that cheesecake. I finally decided to watch The Exorcist. Again? Yes! The movie is a classic, a masterpiece of the horror genre. Almost fifty years old since its rel"
657991,1281124,613327,The angle does not allow it,4106,4133,,Why can't the narrator see if someone is standing at the front door from the living room window?,,"ins.    I am not moving. I dont want him to know that there is someone home. Maybe he will leave. I wish I had a dog. A guard dog. I hear no noise. I sneak a peak from the window but I see no soul. The problem is that I cant see from that living room window if someone is standing at the front door. The angle does not allow it.   My feet are frozen from this cold floor. I am not trying to move. I am still like a statue. I hope this person, whoever he is, goes away. Maybe I should go to my computer and see if I can alert the authorities.    I am tired but I cant go to bed till I am sure this individual is gone from my fro"
657992,1281125,613328,a thing which is worth of victory or something capable of giving someone victory,259,339,,What does the narrator see a window as?,,"What is in a window? If one speaks the word window by splitting it into two halves, the result will be 'Win' and 'Dow'. 'Win' means to achieve victory in something while 'Dow' means something of value or something which is worthy. Combining it, the result is a thing which is worth of victory or something capable of giving someone victory. Watching outside the window aspires someone to become something or aids someone not to do something in life so that catastrophe does not occur in his/ her life as well as their family members' life.Now question arises, what a window helps you to become?It helps you to become a painter by watching "
657993,1281125,613329, A flower,1813,1822,,What inspires to give help and hope?,,"lve family issues and teaches life lessons. When one sees the tight grip of the roots holding a tree, it reminds us of our forefathers who are already forgotten that how hard they worked to earn us this living. It also inspires us to carry the same bond with our descendants as the buds of a tree do. A flower outside the window on the garden inspires us to stay blossomed and bright in the family during tough times abd give them some fragrance of help and petals of hope. A flower also teaches us to help the world and not ask anything in return. The tall mountains tell us to stay strong in any conditions "
657994,1281125,613330,tall mountains ,2066,2081,,What inspires to keep chin up even when you're poor?,, with our descendants as the buds of a tree do. A flower outside the window on the garden inspires us to stay blossomed and bright in the family during tough times abd give them some fragrance of help and petals of hope. A flower also teaches us to help the world and not ask anything in return. The tall mountains tell us to stay strong in any conditions as they did in different seasons and to keep your chin up even though you are poor. Black cloud teach us not to become rude with others or there will be rains of anger and disputes in the family while the clear sky tells us to become pure from the bottom of o
657961,1281120,613297,she was on the pill,3481,3500,,Why couldn't she get pregnant?,," many people ate this unusual food. It wasn't a well-known brand, as she hadn't seen any advertisements for it on television.She hadn't had an appetite for anything else since she started eating it. Her husband mocked her about eating like a pregnant woman and suggested she buy a pregnancy kit, but she was on the pill and couldn't be pregnant. Is that all there was to it? Was she expecting? Did pregnant women have hallucinations? She wished she could see her husband. She was all alone in this insane home, and no one could rescue her. If only she could reach for her phone and call her husband.She regained her voi"
657962,1281120,613298,cereal flakes,4605,4618,,What looked like snow?,,"ssive sigh of relief as she tightened the window shut. She collapsed on the floor, her hands on her head. She was suffering from a dull ache in her brain. Her heart was pounding with fear.After a few moments, the colour of the room shifted. It had tracked her down. She looked out the window and saw cereal flakes falling on her hair. It looked like snow. The intensity grew until they started to penetrate into her body through her skin. They were all over the place. A strong gust of wind swept her out of the toilet through the broken glass.She knew she was going to die at this point. The cursed house, cursed"
657963,1281120,613299,Sue,1948,1951,,Who told Emily about ghosts?,,"nsfixed.When they first moved in, they found some gaps in the walls as well as how damp the house was. The plumbing system was also a disaster. When she would turn on the kitchen sink faucet, the water would be filthy. They tried everything they could to come up with a solution, but nothing helped. Sue, an African-American woman in her forties, tried to tell her secretly, but she didn't believe her, neither did her husband. She mentioned a young maid dying in that home, but Emily laughed and said she didn't believe in ghosts. Sue cautioned her to be alert since no one had stayed there for more th"
657964,1281120,613300,The plumbing system was also a disaster,1751,1790,,Why was the water from the kitchen filthy?,,"e. Her feet were firmly planted on the wooden board. Although she couldn't see it, she could feel and smell it as it got closer. What was going on with her? She tried to move again, but she was transfixed.When they first moved in, they found some gaps in the walls as well as how damp the house was. The plumbing system was also a disaster. When she would turn on the kitchen sink faucet, the water would be filthy. They tried everything they could to come up with a solution, but nothing helped. Sue, an African-American woman in her forties, tried to tell her secretly, but she didn't believe her, neither did her husband. She mentioned "
657965,1281120,613301,cereal,4167,4173,,Who consipired to kill Emily Buggs?,,"g. She left her room and into her husband's study, but the eyes followed her. They were making fun of her and observing her. She ran from room to room, but the presence surrounded her. She burst into tears. She had never expected to witness such an unusual occurrence in her life. It was the dreaded cereal. She tried her luck and dashed into one of the restrooms, quickly closing the door behind her. She was by herself. She exhaled a massive sigh of relief as she tightened the window shut. She collapsed on the floor, her hands on her head. She was suffering from a dull ache in her brain. Her heart was"
657966,1281120,613302,"Dave, her loving husband",4972,4996,,Did Dave love Emily?,,"ty grew until they started to penetrate into her body through her skin. They were all over the place. A strong gust of wind swept her out of the toilet through the broken glass.She knew she was going to die at this point. The cursed house, cursed window, and cursed cereal all conspired to kill her. Dave, her loving husband, will be devastated. He'd come home to an empty house, with no idea where his wife was. He was in love with her so much that he wouldn't rest until he found her.He'd wail like a child and call the cops. Emily wished it was just a nightmare or a prank. The wind continued to haul her to an unknown pl"
657967,1281120,613303,the word HEX became visible,2775,2802,,What was being scratched onto the glass?,,"s,she and her husband had been there for more than two years which further proved that her neighbours were wrong. She noticed a crack in the glass. When she looked in that direction, she noticed three long claws that resembled skeletons scratching the glass. She couldn't take her gaze away. Slowly, the word HEX became visible. Was she having hallucinations, or was the cereal evil? If she were still alive, her husband would not believe her when she told him the story.When she looked up, she noticed a pair of eyes looking at her. They were a bright red colour, similar to the cereal. She became perplexed. Was the house rea"
657995,1281125,613331,Black cloud,2206,2217,,What warns us of disputes in the family?,,mily during tough times abd give them some fragrance of help and petals of hope. A flower also teaches us to help the world and not ask anything in return. The tall mountains tell us to stay strong in any conditions as they did in different seasons and to keep your chin up even though you are poor. Black cloud teach us not to become rude with others or there will be rains of anger and disputes in the family while the clear sky tells us to become pure from the bottom of our heart. The sun teaches us to shine everyday even though the black clouds of depression cover and hover around you. The flowing river 
657968,1281121,613304,Following the moonlight,1858,1881,,How was the narrator able to go to the window?,,"made her goosebumps so intense. She pushed the bedcover and put her feet down. Not realizing its the temperature of the aircon she can lower down, 'The night is getting cold', she said.The sound of clock ticking was helping her to keep the pace of her feet one by one through the length of the room. Following the moonlight, she went by the side of the window again. The fixed glass window was secured by wooden blinds with openable shutters to the sides. She leaned herself over the fixed glass and started to watch the street as if she was waiting for someone to stop by. Her eyes were getting heavy but were not willing "
657969,1281121,613305,the man of her life,305,324,,Who was the narrator so eager to meet?,,"ling stars were playing hide and seek, covered by the moving clouds in the night so meek. It was half past one, thoughts of being lonely had just begun. Beside that window she kept herself stand, wondering for the end would be so grand. She waited for an year to meet the man; the man of her dreams, the man of her life, to the world she proudly tell herself to be his wife. That was the night she was waiting for so long, as the day next had to take her to where she actually belong. It seemed the fast moving hand of the clock got tired, it was stopping as if it had been fired. Just like her life which had been a ro"
657970,1281121,613306,the mystery stood still,7185,7208,,Did the narrator ever find out what the man was doing in the middle of the night?,,"he desperately wanted to jump off the taxi to fetch the box.More than frightened she was, thinking of the voice that whispered in her ears yesterday. She took a deep breadth.""Lets go"", she said.She did not look behind whatever it was, who ever the man was she saw through the 8'x5' window yesterday, the mystery stood still."
657996,1281125,613332,impurities will cover you,2634,2659,,What happens if you are lazy?,,"ky tells us to become pure from the bottom of our heart. The sun teaches us to shine everyday even though the black clouds of depression cover and hover around you. The flowing river teaches us to flow even tough rocky situations come in our way while the ocean teaches us not to be lazy like her or impurities will cover you. The breeze teaches us to stay calm in every situation while a gale or a thunderstorm shows us the result of what devastation will happen if we get angry. Fire teaches us to stay lively. But on the other aspect of teaches us even to glow in the dark, sad and depressing times of your family without "
657971,1281121,613307, street lamp,3698,3710,,Where was the man standing near the beginning?,," of the blue shirted man were becoming monotonous.Slowly she realised the room to grow darker and a shadow started to cover the light from the moon. She looked above. The feathery clouds moving in front of the moon and anxiously covering its light. The drizzle was getting visible in the light of the street lamp. The man was still standing there now motionless looking over the right side of the street.Her eyes got still as she started to feel for the helpless man waiting for no-one knows but him.'You idiot man, why dont you go? she shouted hesitatedly.but he did not move..'God knows what he is upto..' Sayi"
657997,1281125,613333,window,3162,3168,,What is the story focused on?,,"r aspect of teaches us even to glow in the dark, sad and depressing times of your family without any fuel. A withered leaf teaches us not to get separated from our family while a trunk tells us to stay close to your family. Well let's keep aside the elements of nature but let's talk about our topic window.What can and must one learn from a window?A translucent window passes good rays of sunlight instead the harmful ultra- violet rays. Similarly we must protect our family from bad vibes of the world. In monsoons and winters, rain and snow cover the windows and prevent the sunlight to enter the house."
657972,1281121,613308,under a tree with expanded foliage,4579,4613,,Where did the man move to from under the street light?,,"e was waiting for? She curiously started to stare here and there till the extent her eyes could lead her. It started to rain heavily.Where could he possibly go? The weather is so rough outside. Did he call his car back.Oh I missed it...!! She felt disappointed.There was a very dim light coming from under a tree with expanded foliage.She squinted and noticed that the light moved.She forced herself againt the window pane to move herself as closer to look clearly out of it.The light went off and on again and again.'What is that?' She asked herself.The light went on and moved, then went off.This continued for around 9-10 times. Sh"
657998,1281125,613334,an advertisement,4522,4538,,What deterred the poor lad from injuring himself?,,"er's marriage was lined up next week with a worthy politician who needed a car and few other things in dowry. He needed money instantly and thought to injure himself seriously by crashing himself into a truck and then bribing the driver for money. He was just watching the trucks and cars go by when an advertisement window showed up. It read someone's quote which said ""I have seen many poor people who only have money but nothing else. There are many rich people who have happiness and family in the world but no money."" He went to the advertisement board and read further. ""The bigshots earn money without perseve"
657999,1281125,613335,crashing himself into a truck,4401,4430,,How did the poor lad plan to get injured?,,"ry on this topic.It was a gloomy day when a poor lad was walking on the street, who had everything except money. His sister's marriage was lined up next week with a worthy politician who needed a car and few other things in dowry. He needed money instantly and thought to injure himself seriously by crashing himself into a truck and then bribing the driver for money. He was just watching the trucks and cars go by when an advertisement window showed up. It read someone's quote which said ""I have seen many poor people who only have money but nothing else. There are many rich people who have happiness and family in the world "
658000,1281125,613336,injure himself seriously by crashing himself into a truck and then bribing the driver,4373,4458,,How did the poor lad plan to make money for his sister's wedding's dowry?,,"fe. Let's read a similar story on this topic.It was a gloomy day when a poor lad was walking on the street, who had everything except money. His sister's marriage was lined up next week with a worthy politician who needed a car and few other things in dowry. He needed money instantly and thought to injure himself seriously by crashing himself into a truck and then bribing the driver for money. He was just watching the trucks and cars go by when an advertisement window showed up. It read someone's quote which said ""I have seen many poor people who only have money but nothing else. There are many rich people who have happiness and family in the world but no money."" He went to th"
658002,1281126,613338,the King,334,342,,Who was the Fairy Godmother speaking to in the beginning?,,"d, there was a kind King. The King was wise and good, and all of his subjects loved him. The King, however, was unhappy, because his son, the Prince, was a rotten boy who complained all day long and remained ungrateful for all he had.	My son must be taught a lesson if he is to become king after me, the King said to the Fairy Godmother.	What would you wish for me to do, my king? She asked.	Please dear Fairy Godmother, with all your wisdom and grace, please help my son. Teach him a lesson so that one day he may rule as wisely as I.	This I can do, but beware, my king, this lesson will come with a price h"
658003,1281126,613339,Young Prince,1234,1246,,Who was the Fairy Godmother speaking to in the middle of the story?,,"as still red from yelling and throwing a tantrum.	I never get to do what I want. I hate being here, he said to no one in particular. Just then, the Fairy Godmother appeared before him, causing him such fright.	My, my, good Fairy, you scared me! How dare you enter my quarters unannounced! He yelled.	Young Prince, I have come to make a deal with you. An offer I think you might like. Please excuse my abrupt appearance, but I thought this was an issue of great importance. She said with a smile.	The Prince was intrigued and said, You are forgiven Fairy Godmother, now tell me, what is this deal you wish to offe"
658004,1281126,613340,"a girl, dressed in a shabby peasant dress and no shoes on his feet",2935,3001,,Who did the Prince change into?,,"le, in the big kitchen, his body covered in dirt and grime. His whole body ached as if he had spent all day running and playing.	Now, come here you scullery maid, I want to see how well youre getting on. The cook said.	What? The Prince replied, and then looked down, his body had changed! He was now a girl, dressed in a shabby peasant dress and no shoes on his feet. In his hand was a mop. What did this Fairy Godmother do to me? He asked himself as he began to mop the floor.	The Princes days were filled with mopping the floor of the grand kitchen, scrubbing the pots, and helping the Cook when she needed it. He was never left alone to do what he wanted, and his"
658005,1281126,613341,scullery maid,3849,3862,,Who did the Prince change into?,,"he Prince sat crying alone in his room, the Fairy Godmother appeared before him once more.	My dear little Prince, whyever are you so sad? Is this not what you wanted? A life different from what you had?	You must think youre so very clever, Fairy Godmother! This life is the worst yet! I hate being a scullery maid! I have to wear all of this, and am never allowed to go play outside and forced to clean all day! Its the worst yet. I want my old life back! Please Fairy Godmother, what can I do? Surely you can help me. He pleaded before her.	But my dear little Prince, did you not want a life different from your "
658006,1281126,613342,shirt and trousers,4881,4899,,What was the Prince originally wearing?,,"You have true repentance, and that is your salvation. Go to sleep now my little Prince, and when you wake all will be as it was.	So the Prince did as she said, and climbed onto his little mat by the fire. When he woke the next morning he was back in his old bed, his dress gone and replaced with his shirt and trousers. Hooray! I am back to my old self again! He said with delight. He ran around his room, hugging his toys and books. He went on to become known as a smart lad, who was studious with his lessons, and as kind as his father. He never talked down to the servants, especially the scullery maids, and showed"
658009,1281127,613344,mom calling,99,110,,What does the narrator find annoying?,,"Time for bed! I heard from downstairs, while playing Minecraft. Oh boy, not again, I could hear my mom calling me. She does that every single night before I go to bed. How annoying! Well, I know she cares at least, but Id rather be playing my game than go to bed. Knock, knock, knock I hear on my bedroom door. Honey, can I come in? my mom says. I say, Okay, Ma, thats what Ive called her ever since I could ta"
658043,1281129,613378," flying, shooting lasers out of our eyes, or reading minds",298,356,,What are the usual powers people think of?,,"TW: SuicideThe night is dark. Darker than chocolate. You know what else is dark? People. Its been a week since I teleported into an unknown world. The people here look like humans, like you and me. But they have powers. Powers that are unusual. When we think of a supernatural power, we think about flying, shooting lasers out of our eyes, or reading minds. No dear reader. I'm not talking about those powers. These powers that these people hold dear is not supernatural. It is worse. They have the power to hurt or help. No, these people aren't dictators, theyre not gods. Though, they could be if they tried. So here am I, walking alone in the night, in "
658044,1281239,613379,"Its all about the way you organize things,the way you schedule tasks & the way you love the work you do!",5052,5156,,What is the new learning that the speaker inculcated?,," we receive as a result no matter what kind of hobby it is.Also understood that need to stick to whatever hobby we choose,explore all the ways of getting succeeded in it. From then,I decided to overcome all the above mentioned tasks & start working on my paths.The new learning that i inculcated is :Its all about the way you organize things,the way you schedule tasks & the way you love the work you do!"
